,parcelid,bedroomcnt,taxvaluedollarcnt,calculatedfinishedsquarefeet,taxamount
4078,11031687,2.0,343072.0,1196.0,4219.31
4079,11305773,3.0,145600.0,1491.0,2563.35
4080,11007213,4.0,86730.0,1925.0,1211.12
4081,11319232,2.0,68688.0,827.0,1394.42
4082,11395455,3.0,51309.0,1627.0,948.64
4083,11349906,4.0,415682.0,2100.0,5317.2
4084,11764130,3.0,183212.0,1642.0,2294.78
4085,11120604,2.0,262054.0,1046.0,3817.9
4086,11183554,4.0,451500.0,2835.0,6334.4
4087,12072615,5.0,647000.0,4468.0,7275.01
4088,11435174,3.0,206051.0,1324.0,2912.79
4089,11461253,2.0,430269.0,1146.0,5252.9
4090,10818663,3.0,419390.0,1116.0,5126.79
4091,11585379,5.0,2285009.0,2712.0,26647.05
4092,11020377,4.0,73222.0,1150.0,998.67
4093,11654668,5.0,1981718.0,4181.0,24094.52
4094,13021456,2.0,280000.0,800.0,3493.05
4095,12774329,3.0,189007.0,1642.0,2637.08
4096,11977779,2.0,190198.0,952.0,2375.39
4097,11206723,3.0,128987.0,1287.0,2394.16
4098,10829454,2.0,327671.0,1480.0,4095.46
4099,11435705,4.0,359034.0,1950.0,4580.96
4100,12945188,3.0,71617.0,1305.0,1083.72
4101,11643770,3.0,187803.0,2423.0,2470.02
4102,12587659,2.0,299498.0,1105.0,3884.53
4103,12590464,4.0,469698.0,2302.0,5848.85
4104,12539956,2.0,290000.0,800.0,3532.45
4105,11260573,4.0,247198.0,1956.0,3735.44
4106,12390254,4.0,102500.0,1952.0,1734.85
4107,11641571,4.0,804966.0,2729.0,9877.35
4108,11673099,3.0,1222854.0,3146.0,15300.32
4109,11450173,2.0,260986.0,1174.0,3102.01
4110,11465545,2.0,496131.0,1301.0,5944.82
4111,12239138,2.0,201719.0,926.0,2653.85
4112,10743385,3.0,452902.0,1733.0,5323.04
4113,12243312,2.0,293708.0,1546.0,4063.5
4114,11173419,2.0,57980.0,843.0,1142.2
4115,12121077,4.0,699798.0,2300.0,8202.41
4116,12538473,2.0,156451.0,1111.0,1919.66
4117,12123434,3.0,687500.0,1660.0,7959.41
4118,11460805,3.0,1242640.0,1682.0,14961.03
4119,10850649,2.0,132983.0,783.0,1754.57
4120,11306209,3.0,243506.0,2381.0,3849.89
4121,12185448,3.0,216449.0,1122.0,3182.63
4122,12770589,3.0,233291.0,1238.0,3273.89
4123,12709957,4.0,659574.0,1617.0,7762.21
4124,11461483,3.0,765000.0,1285.0,9305.63
4125,10920903,3.0,306867.0,1410.0,3797.75
4126,11606503,1.0,365044.0,670.0,4342.29
4127,12015376,1.0,422000.0,640.0,5095.32
4128,12177220,3.0,691000.0,1436.0,7619.57
4129,12711071,4.0,124217.0,1816.0,2077.88
4130,12245974,3.0,390086.0,980.0,4771.47
4131,11454755,2.0,456669.0,1140.0,5622.97
4132,10993689,3.0,466225.0,1844.0,5846.35
4133,11063600,3.0,607500.0,1544.0,7431.88
4134,11208255,3.0,109222.0,930.0,2081.05
4135,12866266,3.0,73075.0,1600.0,1363.96
4136,11497655,4.0,581446.0,2464.0,6627.7
4137,11667138,1.0,522943.0,1127.0,6271.4
4138,11519700,2.0,396137.0,1018.0,5065.52
4139,11154709,2.0,215500.0,844.0,2962.13
4140,11307312,3.0,297467.0,2523.0,4490.06
4141,10747295,3.0,93793.0,2076.0,1489.69
4142,12166629,3.0,526080.0,1400.0,6330.65
4143,11182691,4.0,352000.0,2415.0,7541.34
4144,12095970,2.0,51730.0,997.0,2834.71
4145,12457360,3.0,262053.0,1394.0,3298.51
4146,10866353,4.0,1951692.0,4217.0,23739.12
4147,10755946,4.0,1609668.0,4366.0,21431.92
4148,11182901,3.0,207105.0,2098.0,3403.86
4149,12264906,2.0,21470.0,741.0,973.86
4150,11119035,3.0,333663.0,1548.0,5318.57
4151,11137466,2.0,211132.0,1700.0,3127.56
4152,12130504,2.0,576492.0,1204.0,6730.18
4153,11953922,3.0,35036.0,804.0,536.13
4154,11922608,3.0,518089.0,1089.0,6206.83
4155,13091407,3.0,279194.0,1463.0,3895.94
4156,11982143,3.0,895735.0,1690.0,10793.13
4157,12547135,3.0,1075000.0,1762.0,12646.81
4158,11597421,1.0,326000.0,730.0,3918.29
4159,10834258,3.0,254648.0,1236.0,3237.86
4160,12496984,4.0,86798.0,1660.0,1208.53
4161,11159560,2.0,152842.0,1054.0,2267.09
4162,13068747,4.0,587254.0,2484.0,7147.16
4163,13039930,3.0,122482.0,1260.0,1735.59
4164,11283107,3.0,169373.0,1460.0,2873.31
4165,11938648,3.0,543939.0,1072.0,6622.01
4166,10734872,3.0,396208.0,2154.0,4904.5
4167,10790095,3.0,507927.0,2126.0,6215.89
4168,12047357,4.0,863392.0,2912.0,9477.41
4169,11805281,2.0,277577.0,938.0,3465.4
4170,12028198,3.0,884197.0,1840.0,10807.63
4171,10865881,5.0,1500000.0,3322.0,18320.78
4172,13041966,4.0,192672.0,1222.0,454.71
4173,12495222,3.0,98601.0,1278.0,1328.33
4174,11051773,3.0,290756.0,1469.0,3532.18
4175,10794028,2.0,291263.0,910.0,3550.48
4176,12128674,4.0,1243079.0,2925.0,14337.39
4177,12901232,3.0,202626.0,1104.0,2604.86
4178,10865823,3.0,915327.0,3264.0,11179.87
4179,10758902,4.0,515746.0,2115.0,6460.14
4180,11094185,3.0,325000.0,1350.0,3908.76
4181,10880743,2.0,155550.0,988.0,1939.52
4182,10814141,4.0,872963.0,2707.0,10746.22
4183,11815087,2.0,63289.0,1326.0,879.98
4184,10947860,3.0,106821.0,1812.0,1226.21
4185,11536920,5.0,377349.0,2499.0,4664.31
4186,12265750,3.0,117727.0,1122.0,2249.71
4187,10734282,5.0,857603.0,2909.0,10502.74
4188,11132093,3.0,273491.0,1695.0,4453.48
4189,12808056,3.0,230855.0,1068.0,3124.98
4190,11079598,4.0,563000.0,1975.0,6897.95
4191,10717177,3.0,227322.0,1372.0,2913.83
4192,11595870,1.0,268271.0,1419.0,3235.43
4193,11079317,4.0,366489.0,2838.0,4691.41
4194,12910644,3.0,496000.0,1381.0,5977.08
4195,11402922,2.0,604073.0,896.0,7541.24
4196,11032410,2.0,230229.0,1084.0,2846.46
4197,11953960,4.0,381856.0,2250.0,4769.53
4198,11541521,3.0,799607.0,1090.0,9577.09
4199,12215532,3.0,185678.0,1000.0,2788.91
4200,12739900,3.0,79965.0,1311.0,1285.43
4201,11177385,3.0,248281.0,1678.0,3509.77
4202,12725100,3.0,380718.0,1136.0,4834.54
4203,12472338,3.0,380733.0,1210.0,4739.05
4204,11586886,3.0,1421350.0,1588.0,16697.86
4205,12739078,3.0,69948.0,1060.0,1156.62
4206,12109545,2.0,412169.0,990.0,4835.88
4207,12000503,3.0,1312075.0,1590.0,15738.42
4208,11724419,2.0,471166.0,1407.0,5814.55
4209,12687031,6.0,1575588.0,5451.0,18922.41
4210,12063838,2.0,288143.0,1222.0,3207.05
4211,11234028,2.0,182745.0,1178.0,3041.5
4212,12248960,4.0,86731.0,1394.0,6978.76
4213,12619470,4.0,66842.0,1564.0,1405.15
4214,11476869,3.0,738086.0,1585.0,8271.1
4215,12275368,2.0,216449.0,1111.0,3947.65
4216,11490774,3.0,741131.0,1788.0,8698.91
4217,11146057,4.0,299114.0,1790.0,4328.91
4218,11011068,3.0,354568.0,1855.0,4610.95
4219,12430387,2.0,59858.0,887.0,1096.63
4220,12263337,2.0,185684.0,795.0,3686.84
4221,10933841,2.0,131256.0,1972.0,1777.05
4222,12717636,3.0,171920.0,1363.0,2465.49
4223,11639145,4.0,5695440.0,4167.0,66216.8
4224,10860197,2.0,496456.0,1486.0,5957.98
4225,12163349,4.0,555715.0,2114.0,6614.37
4226,10973829,2.0,98507.0,1560.0,1536.99
4227,11146526,4.0,333484.0,1782.0,4516.01
4228,10858579,3.0,303253.0,1563.0,3742.78
4229,12497803,2.0,400000.0,881.0,4858.25
4230,12593855,2.0,355498.0,1077.0,4567.16
4231,10905002,2.0,123549.0,1560.0,1548.12
4232,12819463,4.0,305838.0,1472.0,3693.69
4233,11235809,4.0,169765.0,1978.0,3132.69
4234,12117935,3.0,79479.0,1865.0,1241.78
4235,11261805,3.0,109037.0,1029.0,2000.06
4236,10829511,2.0,210012.0,1263.0,2560.19
4237,12069637,3.0,1149000.0,2366.0,12508.5
4238,11678484,2.0,3536800.0,1107.0,40800.73
4239,10797748,2.0,371211.0,1797.0,4511.68
4240,11562683,2.0,341923.0,1008.0,4079.42
4241,11788678,1.0,414349.0,1161.0,5062.38
4242,11391121,4.0,378680.0,1818.0,4652.62
4243,12045605,3.0,425255.0,1710.0,4715.56
4244,12702952,6.0,1148633.0,2939.0,14052.77
4245,12845873,3.0,260828.0,1498.0,3376.94
4246,11475141,2.0,468000.0,1347.0,5604.51
4247,12894861,5.0,477465.0,2862.0,5929.11
4248,10790310,2.0,315741.0,1362.0,3882.38
4249,11988627,3.0,842159.0,1746.0,10251.23
4250,11885622,2.0,276667.0,1718.0,3391.52
4251,13061218,4.0,207060.0,2063.0,3050.84
4252,10804506,3.0,300864.0,1554.0,3702.15
4253,11323489,4.0,231816.0,2936.0,4775.9
4254,12276183,4.0,184924.0,1831.0,3428.73
4255,11101886,3.0,411774.0,1720.0,5150.09
4256,11212240,3.0,190880.0,1601.0,3775.44
4257,11598402,2.0,473000.0,714.0,5739.02
4258,10900349,2.0,747702.0,1608.0,12202.59
4259,12112644,3.0,1021035.0,1608.0,11693.77
4260,10765438,4.0,409982.0,2394.0,5148.48
4261,11102142,4.0,526663.0,3315.0,6496.71
4262,12521487,3.0,90798.0,1728.0,1293.6
4263,11181515,4.0,601959.0,3360.0,7411.54
4264,11069796,3.0,498919.0,1399.0,5998.33
4265,11503790,3.0,373752.0,1059.0,4359.66
4266,10723345,5.0,627667.0,2622.0,7755.92
4267,12891477,3.0,74920.0,2142.0,1134.24
4268,11418690,3.0,279132.0,1809.0,3789.77
4269,11970140,2.0,21902.0,952.0,276.79
4270,11537983,1.0,540620.0,854.0,6529.2
4271,11026349,3.0,200056.0,1420.0,2496.14
4272,12269580,2.0,100713.0,694.0,1776.56
4273,11201975,3.0,50863.0,1014.0,1421.26
4274,11321632,5.0,304586.0,3270.0,6553.67
4275,12287631,3.0,159066.0,1112.0,2876.13
4276,12706974,3.0,178119.0,1802.0,2664.46
4277,12572306,1.0,68795.0,709.0,974.8
4278,11459004,2.0,858442.0,1287.0,11502.6
4279,12967585,1.0,700000.0,1823.0,9180.62
4280,12558612,2.0,283254.0,916.0,3376.2
4281,11648697,4.0,2944225.0,2765.0,35471.53
4282,11655430,3.0,2100339.0,2892.0,25275.8
4283,11102062,3.0,314488.0,2389.0,4019.53
4284,11653795,4.0,472582.0,3259.0,5923.57
4285,11839736,4.0,140577.0,2909.0,2038.47
4286,11657458,3.0,1165000.0,2127.0,13940.34
4287,11440902,1.0,171000.0,637.0,2273.88
4288,10910194,2.0,761437.0,1148.0,9206.47
4289,12565154,3.0,280112.0,1478.0,3511.44
4290,12001596,1.0,190370.0,793.0,2550.84
4291,11439903,2.0,186336.0,1277.0,2488.6
4292,11652443,4.0,634962.0,3825.0,7876.17
4293,12278449,3.0,281383.0,1556.0,4932.9
4294,12998009,3.0,64362.0,1567.0,1145.06
4295,12135495,2.0,436994.0,1008.0,5320.02
4296,11663662,5.0,2925384.0,3608.0,35007.47
4297,12707106,3.0,117249.0,1662.0,1998.29
4298,12285760,3.0,249341.0,986.0,4421.76
4299,10985885,2.0,159903.0,855.0,2025.45
4300,10913704,2.0,505403.0,1294.0,6097.5
4301,12127892,4.0,1139088.0,3232.0,13581.56
4302,11936023,2.0,663000.0,832.0,8023.38
4303,10803464,1.0,176653.0,475.0,2168.27
4304,11270859,3.0,124824.0,1304.0,2260.2
4305,12134126,4.0,212823.0,3423.0,2921.98
4306,12569852,2.0,95490.0,730.0,1283.19
4307,11272452,3.0,156553.0,1880.0,3135.84
4308,12134226,3.0,953318.0,2062.0,10951.79
4309,11442370,6.0,444698.0,2392.0,5604.14
4310,12028346,2.0,479000.0,1186.0,5825.59
4311,12969536,3.0,69537.0,1532.0,1139.84
4312,12979851,3.0,288953.0,1365.0,3592.11
4313,12979295,2.0,289000.0,1070.0,3629.57
4314,12127097,3.0,684318.0,1726.0,8022.09
4315,12227161,2.0,96504.0,864.0,1301.78
4316,12279003,2.0,93546.0,840.0,1918.85
4317,11985409,2.0,1269062.0,1765.0,15336.99
4318,12547002,2.0,738268.0,3070.0,8809.11
4319,12966116,2.0,439000.0,1379.0,5865.87
4320,11644920,0.0,431481.0,600.0,5201.93
4321,11605350,1.0,31018.0,856.0,1135.76
4322,10909883,5.0,1863184.0,4234.0,22391.67
4323,11279350,3.0,54513.0,997.0,1422.99
4324,13100521,5.0,753423.0,4425.0,8771.08
4325,11891651,3.0,406129.0,1648.0,5116.06
4326,13099743,4.0,523974.0,1965.0,6142.23
4327,11922081,2.0,835000.0,1752.0,9747.84
4328,12642786,2.0,361428.0,930.0,4475.0
4329,12213780,2.0,188818.0,1252.0,2828.27
4330,10781986,4.0,246671.0,1634.0,3101.81
4331,12742796,3.0,410000.0,1454.0,5294.78
4332,13097358,4.0,523064.0,2604.0,6245.75
4333,11504942,3.0,1850000.0,2040.0,20551.67
4334,11922480,5.0,2178362.0,5097.0,24921.89
4335,12641663,2.0,439000.0,1429.0,5413.98
4336,11566671,2.0,624000.0,1334.0,7458.15
4337,10866815,4.0,915401.0,2018.0,11010.07
4338,10812392,4.0,495338.0,2620.0,6289.22
4339,11139502,4.0,796970.0,3094.0,10141.41
4340,12857406,6.0,752011.0,3783.0,9029.86
4341,12440736,4.0,323141.0,2335.0,3973.54
4342,11546473,3.0,979893.0,1600.0,11860.59
4343,10724897,4.0,88381.0,1955.0,1296.82
4344,12237195,2.0,174567.0,810.0,2542.85
4345,12444785,3.0,151892.0,1289.0,350.06
4346,12445955,3.0,315151.0,2094.0,3834.97
4347,12348997,3.0,290208.0,1185.0,3684.95
4348,11966476,3.0,460000.0,2300.0,5645.34
4349,10954746,4.0,507725.0,1468.0,5581.41
4350,11504069,3.0,1425047.0,1922.0,15897.91
4351,12031752,2.0,620705.0,1152.0,7673.32
4352,11297362,3.0,114927.0,1425.0,2069.17
4353,12236983,3.0,68972.0,1389.0,1413.79
4354,11212404,4.0,239252.0,2896.0,5194.71
4355,11030271,4.0,69123.0,1500.0,883.63
4356,11486510,3.0,106421.0,1882.0,1881.39
4357,10755563,5.0,1265153.0,4124.0,15540.66
4358,12451309,2.0,267288.0,1373.0,3265.54
4359,12858227,4.0,219602.0,1823.0,2836.93
4360,11345812,3.0,571000.0,2362.0,7599.51
4361,11182427,4.0,193625.0,1798.0,3377.59
4362,11482909,3.0,741132.0,1120.0,9294.49
4363,13080150,3.0,174787.0,1270.0,2247.17
4364,10840154,2.0,481521.0,1150.0,5866.99
4365,12196856,3.0,189392.0,1048.0,2394.69
4366,12475365,3.0,403856.0,1386.0,4836.96
4367,12067360,2.0,120955.0,1348.0,1322.76
4368,11624606,4.0,1814000.0,3163.0,21754.76
4369,12797258,2.0,389000.0,969.0,4740.17
4370,13075052,4.0,841548.0,2544.0,9725.9
4371,11201982,3.0,113915.0,1014.0,2063.19
4372,11348231,4.0,605000.0,2317.0,10375.8
4373,11714960,2.0,51718.0,1172.0,2477.64
4374,12000546,2.0,533298.0,1309.0,6611.37
4375,13070562,4.0,946996.0,3352.0,11408.72
4376,11479549,3.0,486412.0,1356.0,5482.38
4377,11347306,4.0,550000.0,2846.0,10256.83
4378,12089978,2.0,364079.0,780.0,4499.58
4379,10870664,5.0,1257695.0,4867.0,15439.3
4380,11483483,3.0,612695.0,1850.0,9569.48
4381,12255274,3.0,351023.0,1388.0,4436.44
4382,12096998,2.0,791460.0,1370.0,9498.05
4383,12464635,3.0,449244.0,2178.0,5378.44
4384,11076430,4.0,256076.0,2240.0,3194.22
4385,13088199,4.0,340112.0,1568.0,4667.52
4386,11858529,3.0,71859.0,1422.0,1479.15
4387,12031145,2.0,511249.0,1991.0,6245.06
4388,12340473,3.0,106540.0,1193.0,1571.62
4389,11483638,3.0,607145.0,1860.0,9509.92
4390,11344138,5.0,383057.0,2346.0,5317.39
4391,12686861,3.0,180553.0,2128.0,3329.16
4392,10949099,2.0,72428.0,1101.0,817.49
4393,10869985,4.0,1692000.0,3512.0,20541.58
4394,11056051,4.0,479446.0,1609.0,5949.3
4395,13001236,4.0,133353.0,1365.0,2192.6
4396,11135163,3.0,389051.0,1644.0,5805.46
4397,11628030,2.0,549800.0,1275.0,6653.1
4398,10854069,4.0,1687920.0,3827.0,20438.72
4399,11867589,3.0,599000.0,1556.0,7038.33
4400,11497140,5.0,1874778.0,3107.0,20879.23
4401,12076848,3.0,316987.0,2364.0,3530.0
4402,11559923,2.0,849135.0,1245.0,10257.86
4403,10964872,3.0,233507.0,1273.0,2814.54
4404,12774671,2.0,139804.0,1004.0,1880.73
4405,12049758,7.0,949507.0,6053.0,10538.64
4406,10855181,2.0,358000.0,1129.0,4283.81
4407,12034008,6.0,761470.0,2858.0,9366.12
4408,11609691,3.0,88972.0,1646.0,1247.42
4409,11157376,4.0,832188.0,3673.0,10041.71
4410,12664400,5.0,1663334.0,4024.0,19402.02
4411,11609965,3.0,2350000.0,2612.0,28317.08
4412,12664146,3.0,591620.0,2532.0,7301.21
4413,10855796,3.0,495779.0,1657.0,6113.58
4414,11603467,4.0,188941.0,2727.0,2556.54
4415,11784860,0.0,353678.0,660.0,4271.63
4416,12721712,3.0,56275.0,1274.0,1293.55
4417,10966018,3.0,348230.0,1116.0,4279.15
4418,12400823,2.0,63123.0,1412.0,1012.8
4419,12206096,2.0,150876.0,1418.0,1882.5
4420,12674116,4.0,679848.0,1838.0,7800.11
4421,12168597,5.0,756860.0,2704.0,8728.33
4422,11179687,4.0,380758.0,2094.0,4818.28
4423,12388958,3.0,135030.0,1007.0,2054.55
4424,11186174,3.0,297995.0,1883.0,4581.51
4425,11553619,3.0,88592.0,1161.0,1298.9
4426,12762234,3.0,438371.0,1080.0,5519.0
4427,11155903,2.0,246426.0,1068.0,3694.01
4428,12869409,2.0,327118.0,1026.0,4187.8
4429,11174006,3.0,51518.0,1740.0,851.77
4430,11277216,3.0,155552.0,1882.0,2648.74
4431,11782623,2.0,562812.0,1140.0,6796.22
4432,11208609,3.0,146600.0,1040.0,2457.69
4433,11300670,3.0,86948.0,1274.0,1921.32
4434,11277107,3.0,126182.0,1241.0,2193.46
4435,10856078,3.0,153153.0,1207.0,1917.81
4436,11494686,4.0,1062777.0,2208.0,11498.41
4437,12430582,3.0,540000.0,1578.0,6598.53
4438,11751625,3.0,1150745.0,1971.0,13971.94
4439,11751473,3.0,73894.0,1673.0,1085.87
4440,11298261,3.0,238583.0,2637.0,3657.32
4441,11614738,2.0,373143.0,968.0,4537.63
4442,11298046,4.0,188091.0,2163.0,3123.44
4443,11970837,4.0,1035000.0,1754.0,12404.85
4444,11210482,3.0,174942.0,1310.0,3313.19
4445,11320791,4.0,251463.0,2443.0,3906.12
4446,12436661,4.0,420063.0,1702.0,5140.03
4447,12651865,2.0,309651.0,1594.0,3825.19
4448,12651807,2.0,69326.0,1105.0,989.39
4449,11321206,4.0,356000.0,2638.0,5270.27
4450,12437317,4.0,719000.0,1710.0,8516.63
4451,12171447,5.0,166881.0,4738.0,2407.81
4452,10861983,2.0,995677.0,1800.0,12169.91
4453,12651165,2.0,505000.0,1033.0,6185.24
4454,11320781,4.0,303000.0,2179.0,4514.94
4455,11601553,3.0,1269062.0,2138.0,15392.63
4456,12415982,2.0,105352.0,923.0,1530.6
4457,12417266,4.0,490678.0,1574.0,5742.82
4458,12246101,4.0,566592.0,2148.0,6975.86
4459,11502086,3.0,814916.0,1676.0,9148.66
4460,12755143,3.0,273473.0,1354.0,3592.84
4461,10751773,4.0,530518.0,1550.0,6248.77
4462,11186750,3.0,326341.0,2820.0,5264.99
4463,10752879,4.0,768820.0,2513.0,10182.7
4464,12426276,3.0,414212.0,1502.0,4910.98
4465,11562104,3.0,734191.0,1511.0,8874.17
4466,12427261,3.0,395000.0,1050.0,4606.61
4467,12752794,3.0,126611.0,1301.0,1835.65
4468,11917810,2.0,253163.0,1016.0,3377.73
4469,11317230,3.0,204000.0,1280.0,3287.88
4470,11278393,4.0,143927.0,1981.0,2515.97
4471,12032538,2.0,1034780.0,2310.0,12590.61
4472,12655716,3.0,526049.0,1862.0,6314.6
4473,11628035,2.0,522100.0,1164.0,6234.81
4474,11134447,4.0,492042.0,2823.0,8697.41
4475,10766038,3.0,390331.0,1489.0,4735.02
4476,12313340,2.0,312261.0,876.0,4084.92
4477,10790344,3.0,444376.0,1464.0,5525.73
4478,11191205,4.0,214731.0,2158.0,3707.87
4479,12523267,2.0,292258.0,1800.0,3531.9
4480,12523573,5.0,599333.0,2791.0,7188.21
4481,11198035,3.0,111265.0,1792.0,2142.96
4482,13029738,3.0,330000.0,1289.0,4098.52
4483,11682507,3.0,854314.0,1764.0,10293.35
4484,10902812,2.0,585834.0,2093.0,7097.69
4485,11849817,4.0,547529.0,1809.0,7459.15
4486,12023947,2.0,1300000.0,1715.0,15733.18
4487,12029232,3.0,307977.0,1421.0,3773.65
4488,12310701,2.0,258426.0,1392.0,3505.06
4489,13035093,3.0,413803.0,1332.0,5059.52
4490,11190453,5.0,283660.0,2453.0,4591.84
4491,12508552,3.0,381971.0,1581.0,4935.85
4492,11086470,2.0,101400.0,937.0,1306.11
4493,10997999,3.0,190749.0,1505.0,2355.39
4494,11691145,4.0,682148.0,4638.0,8525.31
4495,11199301,3.0,187200.0,1299.0,3196.92
4496,11635782,1.0,576000.0,750.0,6999.87
4497,12514915,3.0,878191.0,2341.0,10393.57
4498,12514948,2.0,405315.0,1051.0,4957.99
4499,10816501,5.0,274966.0,2226.0,3444.1
4500,11040425,3.0,444000.0,1690.0,5465.58
4501,12603169,3.0,844000.0,2536.0,9592.71
4502,11983066,0.0,205628.0,482.0,2510.16
4503,10718178,3.0,530000.0,1435.0,6591.26
4504,10900768,2.0,435985.0,1536.0,5262.83
4505,12694703,2.0,185604.0,812.0,2444.66
4506,11113660,3.0,328141.0,1635.0,4836.56
4507,11823980,3.0,304574.0,1349.0,4188.6
4508,11288143,3.0,125389.0,1368.0,2351.77
4509,12945130,3.0,158854.0,1189.0,2017.73
4510,12141267,3.0,1094559.0,2303.0,12597.92
4511,11270132,3.0,225708.0,2224.0,3396.22
4512,11906043,3.0,314104.0,1650.0,6924.78
4513,11932856,3.0,229829.0,1147.0,3090.2
4514,11643126,1.0,397050.0,738.0,4715.94
4515,11946136,2.0,430707.0,1172.0,5158.51
4516,10908084,3.0,281347.0,1844.0,3512.59
4517,12824154,2.0,355482.0,827.0,4373.98
4518,12057864,2.0,666372.0,3100.0,7329.05
4519,11260387,3.0,73479.0,1560.0,983.62
4520,13006158,4.0,175606.0,2077.0,2535.5
4521,12584944,3.0,275450.0,1560.0,3617.63
4522,11667433,3.0,163284.0,2010.0,2209.36
4523,12123991,3.0,480000.0,760.0,5584.26
4524,12139851,3.0,120284.0,1966.0,1757.54
4525,11110647,2.0,158683.0,834.0,2376.45
4526,10907140,2.0,876628.0,1947.0,10649.31
4527,12944945,2.0,187240.0,1016.0,2326.35
4528,10721923,4.0,445000.0,1397.0,5523.17
4529,11465812,1.0,406000.0,686.0,4918.64
4530,12819393,2.0,324372.0,1012.0,4557.9
4531,10829876,2.0,97940.0,1309.0,1283.45
4532,10932595,2.0,437000.0,1254.0,5240.01
4533,12820131,3.0,255690.0,940.0,3214.45
4534,12187532,3.0,174698.0,1450.0,2593.5
4535,12057722,3.0,558615.0,2204.0,6128.67
4536,12810370,3.0,533006.0,1577.0,6256.46
4537,12592658,3.0,286783.0,1150.0,3607.77
4538,12592656,3.0,299246.0,1200.0,3758.43
4539,11465371,2.0,255384.0,1617.0,3079.64
4540,10829189,2.0,217403.0,822.0,2725.22
4541,10906520,2.0,559187.0,1322.0,6783.24
4542,11052628,2.0,293700.0,1307.0,3665.44
4543,12592659,3.0,299246.0,1200.0,3758.43
4544,13047874,4.0,426535.0,1353.0,5074.15
4545,11189791,3.0,237760.0,2025.0,3723.15
4546,12620271,3.0,375293.0,968.0,4823.57
4547,12219314,3.0,207173.0,1000.0,2809.0
4548,11035586,3.0,238170.0,1213.0,2877.6
4549,12617886,4.0,151514.0,1102.0,1949.99
4550,11631066,1.0,595430.0,884.0,7176.47
4551,10739944,3.0,457000.0,1443.0,5386.78
4552,12219036,2.0,276231.0,848.0,3613.23
4553,11190105,3.0,196969.0,1548.0,3426.16
4554,11571865,2.0,609518.0,1035.0,7426.78
4555,12044338,5.0,2692388.0,6090.0,29658.1
4556,11397633,2.0,270861.0,756.0,3722.64
4557,11813383,1.0,115690.0,695.0,1462.4
4558,12330572,2.0,101843.0,1962.0,1462.32
4559,12490034,3.0,269133.0,1884.0,3335.96
4560,11474843,2.0,452702.0,1029.0,5332.82
4561,10745496,4.0,1460000.0,3833.0,16632.49
4562,11261990,5.0,232993.0,2344.0,4411.66
4563,12022355,3.0,1668554.0,2512.0,20132.79
4564,13067324,2.0,138320.0,1227.0,2055.73
4565,11813389,1.0,196269.0,1121.0,2440.84
4566,10761499,4.0,105337.0,1188.0,1391.55
4567,12809830,3.0,314004.0,996.0,3878.75
4568,13066709,4.0,554400.0,1520.0,7013.37
4569,12688798,5.0,1899365.0,3554.0,21931.95
4570,13049130,2.0,328000.0,850.0,3812.7
4571,11393350,3.0,118021.0,1228.0,1572.6
4572,10895139,3.0,294222.0,1807.0,3584.86
4573,11535365,3.0,601433.0,1650.0,7240.83
4574,12109650,3.0,234100.0,1637.0,2794.54
4575,11055065,3.0,414302.0,1745.0,5018.85
4576,11595686,3.0,1698882.0,4373.0,20553.96
4577,13058194,4.0,939365.0,2933.0,11806.09
4578,12922259,3.0,332873.0,1631.0,8690.98
4579,12689825,4.0,2373488.0,4247.0,27268.64
4580,12110171,2.0,462392.0,1263.0,5406.09
4581,11401369,2.0,122693.0,992.0,1783.65
4582,12910707,3.0,217096.0,1377.0,2817.67
4583,11093028,5.0,444098.0,3617.0,5519.0
4584,12875056,2.0,145630.0,1009.0,1934.32
4585,11278105,3.0,60711.0,1119.0,1500.8
4586,12958562,2.0,528000.0,1228.0,7001.93
4587,12592049,4.0,261935.0,2788.0,3467.25
4588,12920381,3.0,352000.0,944.0,
4589,10971918,3.0,435000.0,1287.0,5319.25
4590,11065237,4.0,45095.0,1346.0,675.76
4591,10774241,2.0,310658.0,1281.0,3746.05
4592,12589687,2.0,218021.0,961.0,2928.79
4593,11848821,3.0,65600.0,1351.0,1093.11
4594,12688900,4.0,748583.0,2615.0,9461.92
4595,11052293,3.0,56487.0,1452.0,746.33
4596,12151473,3.0,413580.0,1625.0,4684.97
4597,11462074,3.0,697071.0,1467.0,8360.03
4598,11192611,3.0,243350.0,1901.0,3925.54
4599,11500061,2.0,735646.0,1542.0,8282.7
4600,12854393,4.0,831600.0,2777.0,10230.7
4601,12622978,3.0,563000.0,1443.0,7034.92
4602,12151495,4.0,479438.0,2078.0,5341.71
4603,12866515,2.0,421328.0,1649.0,5107.0
4604,12866118,3.0,558387.0,2190.0,6685.97
4605,12673470,3.0,503100.0,1232.0,5811.83
4606,11244520,3.0,194000.0,1761.0,2181.91
4607,10786751,3.0,176836.0,1190.0,2211.49
4608,11095373,2.0,241000.0,1277.0,2985.62
4609,11588956,2.0,1007986.0,1825.0,12005.18
4610,12943907,3.0,385881.0,2301.0,4514.75
4611,12166625,2.0,301665.0,1265.0,3694.68
4612,12141490,4.0,1242640.0,2811.0,14244.62
4613,10947922,2.0,301499.0,1497.0,3344.35
4614,12910841,3.0,335298.0,1404.0,4166.39
4615,10971215,2.0,324879.0,702.0,3895.7
